     0.000,     0.000
   400.321,     0.872
   805.580,     1.308
  1673.403,     1.744
  2587.703,     2.179
  3694.405,     2.615
  5138.273,     3.051
  7063.323,     3.487
  9613.055,     3.923
 12578.075,     4.359
 17581.788,     4.795
 25683.348,     5.231
 34557.577,     5.667
 46250.349,     6.102
 68024.656,     6.538
104041.247,     6.974
